Symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio
SBAC,33487,Real Estate,1596,"SBA Communications Corporation is a first choice provider and leading owner and operator of wireless communications infrastructure in North, Central, and South America and South Africa. By Building Better Wireless, SBA generates revenue from two primary businesses  site leasing and site development services. The primary focus of the Company is the leasing of antenna space on its multi-tenant communication sites to a variety of wireless service providers under long-term lease contracts. For more information please visit: www.sbasite.com.",Boca Raton,561-995-7670,FL,United States,[],https://www.sbasite.com,1,8051 Congress Avenue,REIT—Specialty,0.65186995,0.18404,0.74941003,1196880000,0.129,0.36168,1551357056,308,buy,1735729000,820807488,381,295.29,,0.422,0.054050002,17,377.82,,,425,263568992,14936569856,2379865088,2.444,USD,21.837,0.339,2.2,NMS,SBA Communications Corporation,SBA Communications Corporation,America/New_York,EDT,True,-14400000,EQUITY,SBAC,finmb_34071,us_market,,21.395,,32.821,,,3.53,,108781000,,,,-46.146,1436405,0.013300001,,1640908800,0.97717005,437992000,1.235,,,,0.012510001,1703980800,,1648684800,2.31,1655251200,106447761,0.428693,50916954112,2,,,,,,,,13.497379,1657843200,2.08,,83.65156,,0.0161,1309633,,,,300.26,298.05,333.79346,0.0069606337,0.6171,,299.56,,487160,300.26,328.9958,2.09,298.05,,487160,,,2.58,1652832000,,,294.62,USD,239.10121,453565,,,,32121942016,,,515122,294.62,0,800,453565,391.15,,,286.41,0,False,0.0077,1000,299.56,,295.29,,https://logo.clearbit.com/sbasite.com,
SBNY,10017,Financial Services,1854,"Signature Bank provides commercial banking products and services. It accepts various deposit products, including checking accounts, money market accounts, escrow deposit accounts, cash concentration accounts, certificates of deposit, and other cash management products. The company provides various lending products comprising commercial and industrial loans, real estate loans, and letters of credit. In addition, it offers asset management and investment products; and retirement products, such as individual retirement accounts and administrative services for retirement vehicles. Further, the company provides wealth management services to its high net worth personal clients; and purchases, sells, and assembles small business administration loans and pools. Additionally, it offers individual and group insurance products, including health, life, disability, and long-term care insurance products for business and private clients. As of December 31, 2021, the company operated 37 private client offices located in the metropolitan New York area, Connecticut, California, and North Carolina. Signature Bank was incorporated in 2000 and is headquartered in New York, New York.",New York,646 822 1500,NY,United States,[],https://www.signatureny.com,1,565 Fifth Avenue,Banks—Regional,0,0.50504,0,,0.445,0.68694997,,216,buy,1951374000,,256,160.01,0.473,,0.01119,17,267.06,,0.16014,425,14578361344,2584720896,2358545920,233.988,USD,38.75,,1.6,NMS,Signature Bank,Signature Bank,America/New_York,EDT,True,-14400000,EQUITY,SBNY,finmb_913010,us_market,,-0.183,,,,,15.15,,60632400,,,,116.853,2201008,0.035,,1640908800,0.97416997,1153580032,11.336,,,1.3693273,0.0061799996,1703980800,,1656547200,2.75,1655251200,61311411,1.796083,-431896064,2,,,,,,,0.581,4.1134624,1657843200,1.32,,10.561716,,0.0356,2324918,,,,168.57,169.42,251.92114,0.013288247,0.1311,,169.84,,653890,168.57,184.0574,2.24,169.42,,653890,,,2.24,1658966400,,,159.9,USD,14.115207,768783,,,,9701789696,,,766017,159.9,0,800,768783,374.76,,,159.9,0,False,0.0121,1200,169.84,,160.01,159.91,https://logo.clearbit.com/signatureny.com,
SBUX,98134,Consumer Cyclical,383000,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates through three segments: North America, International, and Channel Development. Its stores offer coffee and tea beverages, roasted whole beans and ground coffees, single serve products, and ready-to-drink beverages; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks, Teavana, Seattle's Best Coffee, Evolution Fresh, Ethos, Starbucks Reserve, and Princi brands. As of October 3, 2021, it operated 16,826 company-operated and licensed stores in North America; and 17,007 company-operated and licensed stores internationally. The company was founded in 1971 and is based in Seattle, Washington.",Seattle,206 447 1575,WA,United States,[],https://www.starbucks.com,1,2401 Utah Avenue South,Restaurants,0.20517999,0.1407,0.27862,5302400000,0.145,0.15638,6428000256,65,buy,8435400000,3006387456,88,84.7,0.036,0.828,0.1067,29,94.21,,,136,3995500032,24928899072,31329099776,3.484,USD,26.796,0.58,2.4,NMS,Starbucks Corporation,Starbucks Corporation,America/New_York,EDT,True,-14400000,EQUITY,SBUX,finmb_34745,us_market,,3.772,,18.384,,,3.6,,,,,,-6.498,16691828,0.0146,,1633219200,0.70688003,4408099840,0.849,,,,0.00178,1696291200,,1648944000,2.32,1655251200,1122918321,0.925074,118174384128,2,,1428537600,2:1,,,,0.023,,1657843200,3.9,,23.527777,,0.0146,15103750,,,,88.6,88,87.9611,0.01986456,0.50270003,,88.01,,11116900,88.6,85.9232,1.76,88,,11116900,,,1.96,1660176000,,,84.38,USD,99.76443,9953048,,,,,,,7196506,84.38,0,1800,9953048,117.8,,1.89,68.39,0,False,0.0231,800,88.01,,84.7,83.48,https://logo.clearbit.com/starbucks.com,
SCHW,76262,Financial Services,35200,"The Charles Schwab Corporation, together with its subsidiaries, provides wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company operates in two segments, Investor Services and Advisor Services. The Investor Services segment provides retail brokerage, investment advisory, banking and trust, retirement plan, and other corporate brokerage services; equity compensation plan sponsors full-service recordkeeping for stock plans, stock options, restricted stock, performance shares, and stock appreciation rights; and retail investor and mutual fund clearing services, as well as compliance solutions. The Advisor Services segment offers custodial, trading, banking, and support services; and retirement business and corporate brokerage retirement services. This segment provides brokerage accounts with equity and fixed income, margin lending, options, and futures and forex trading; cash management capabilities comprising third-party certificates of deposit; third-party and proprietary mutual funds; plus mutual fund trading and clearing services; and exchange-traded funds (ETFs), including proprietary and third-party ETFs. It also offers advice solutions, such as managed portfolios of proprietary and third-party mutual funds and ETFs, separately managed accounts, customized personal advice for tailored portfolios, and specialized planning and portfolio management. In addition, this segment provides banking products and services, including checking and savings accounts, first lien residential real estate mortgage loans, home equity lines of credit, and pledged asset lines; and trust services comprising trust custody services, personal trust reporting services, and administrative trustee services. As of December 31, 2021, the Company had approximately 400 domestic branch offices in 48 states and the District of Columbia, as well as locations in Puerto Rico, the United Kingdom, Hong Kong, and Singapore. The Charles Schwab Corporation was incorporated in 1971 and is headquartered in Westlake, Texas.",Westlake,817 859 5000,TX,United States,[],https://www.schwab.com,1,3000 Schwab Way,Capital Markets,0,0.33088002,0.96918,,0.125,0.44783002,,73,buy,17933000000,,83,72.06,0.475,,,11,86.91,69.292,,105,146141003776,33328001024,19043000320,77.064,USD,10.062,,2,NYQ,Charles Schwab Corporation (The,The Charles Schwab Corporation,America/New_York,EDT,True,-14400000,EQUITY,SCHW,finmb_34093,us_market,,1.514,,,,,3.42,,1811309952,,,,29.543,14598833,0.0077,,1640908800,0.75408,5784999936,2.318,,,2.4391565,0.067090005,1703980800,,1656547200,1.95,1655251200,1522163021,1.098765,28824037376,2,,959731200,3:2,,,,0.417,7.1541576,1657843200,0.93,,21.070175,,0.0086,17049187,,,,72.91,73.58,76.16245,0.009875189,0.2492,,74.17,,7034410,72.91,70.1192,0.72,73.58,,7034410,,,0.88,1660176000,,,71.6,USD,31.087141,8132802,,,,136236630016,,,6997531,71.6,73.27,1000,8132802,96.24,,1.17,59.35,71.18,False,0.0127,1400,74.17,,72.06,,https://logo.clearbit.com/schwab.com,
SEDG,4673335,Technology,3964,"SolarEdge Technologies, Inc., together with its subsidiaries, designs, develops, and sells direct current (DC) optimized inverter systems for solar photovoltaic (PV) installations worldwide. It operates through five segments: Solar, Energy Storage, e-Mobility, Critical Power, and Automation Machines. The company offers inverters, power optimizers, communication devices, and smart energy management solutions used in residential, commercial, and small utility-scale solar installations; and a cloud-based monitoring platform that collects and processes information from the power optimizers and inverters, as well as monitors and manages the solar PV system. It also provides residential, commercial, and large scale PV, energy storage and backup, electric vehicle charging, and home energy management solutions, as well as grid services; and e-Mobility, automation machines, lithium-ion cells and battery packs, and uninterrupted power supply solutions, as well as virtual power plants, which helps to manage the load on the grid and grid stability. In addition, the company offers pre-sales support, ongoing trainings, and technical support and after installation services. The company sells its products to the providers of solar PV systems; and solar installers and distributors, electrical equipment wholesalers, and PV module manufacturers, as well as engineering, procurement, and construction firms. SolarEdge Technologies, Inc. was founded in 2006 and is headquartered in Herzliya, Israel.",Herzliya,972 9 957 6620,,Israel,[],https://www.solaredge.com,1,1 HaMada Street,Solar,0.11517,0.077800006,0.30188,27057000,0.616,0.09624,254932992,67,buy,629318000,-288919264,360,270.94,0.094,4.329,0.043309998,25,347.96,36.742,0.11073,490,1161329024,738718016,2213455872,20.967,USD,42.118,3.232,2,NMS,"SolarEdge Technologies, Inc.","SolarEdge Technologies, Inc.",America/New_York,EDT,False,-14400000,EQUITY,SEDG,finmb_39461021,us_market,,8.821,,76.585,,,6.32,,52519500,,,,21.166,1797077,0.0324,,1640908800,0.84698,172216992,2.396,,,12.800718,0.01064,1703980800,,1648684800,2.15,1655251200,54848367,1.058322,19524012032,2,,,,,,,0.101,6.428695,1657843200,1.69,,42.87025,,0.0327,1764340,,,,287.96,287.38,283.27942,,0,,290.76,,746310,287.96,303.6955,,287.38,,746310,,,,,,,270.05,USD,113.08014,839304,,,,14229633024,,,997688,270.05,0,1100,839304,389.71,,,200.86,0,False,,1300,290.76,,270.94,265.8,https://logo.clearbit.com/solaredge.com,
SEE,28208,Consumer Cyclical,16500,"Sealed Air Corporation provides food safety and security, and product protection solutions and equipment in North America, South America, Europe, the Middle East, Africa, and the Asia Pacific. It operates through two segments, Food and Protective. The Food segment offers integrated packaging materials and automation equipment solutions to provide food safety and shelf life extension, reduce food waste, automate processes, and optimize total cost for food processors in the fresh red meat, smoked and processed meats, poultry, seafood, plant-based, and dairy markets under the CRYOVAC, CRYOVAC Grip & Tear, CRYOVAC Darfresh, Simple Steps, and Optidure brands. This segment sells its solutions directly to customers through its sales, marketing, and customer service personnel. The Protective segment provides foam, inflatable, suspension and retention, temperature assurance packaging solutions to protect goods to e-commerce, consumer goods, pharmaceutical and medical devices, and industrial manufacturing markets under the SEALED AIR, BUBBLE WRAP, AUTOBAG, SEALED AIR, AUTOBAG, Instapak, Korrvu, Kevothermal, and TempGuard brands. This segment sells its solutions through supply distributors, as well as directly to fabricators, original equipment manufacturers, contract manufacturers, logistics partners, and e-commerce/fulfillment operations. Sealed Air Corporation was incorporated in 1960 and is headquartered in Charlotte, North Carolina.",Charlotte,980 221 3235,NC,United States,[],https://www.sealedair.com,1,2415 Cascade Pointe Boulevard,Packaging & Containers,0.19712,0.09604,0.30906,678200000,0.119,0.16437,1120499968,62,buy,1680900000,380150016,72,45.63,0.409,1.313,0.09703,13,71.23,1978.361,3.6669,79,278200000,3766799872,5684299776,1.904,USD,38.079,0.711,2.4,NYQ,Sealed Air Corporation,Sealed Air Corporation,America/New_York,EDT,True,-14400000,EQUITY,SEE,finmb_382724,us_market,,2.184,,11.082,,,3.71,,148156992,,,,1.114,1852845,0.0127,,1640908800,1.00199,535000000,3.221,,,40.960506,0.00525,1703980800,,1648684800,1.78,1655251200,145022394,1.171988,12417280000,2,,1174262400,2:1,,,,0.355,1.1893115,1657843200,1.35,,12.299191,,0.0196,1811844,,,,46.58,46.44,62.3172,0.013739802,0.22600001,,46.46,,1089790,46.58,55.6694,0.64,46.44,,1089790,,,0.8,1654732800,,,45.56,USD,14.166409,793857,,,,6760403456,,,979952,45.56,0,800,793857,70.72,,1.51,45.56,0,False,0.013099999,1000,46.46,,45.63,,https://logo.clearbit.com/sealedair.com,
SHW,44115-1075,Basic Materials,61000,"The Sherwin-Williams Company develops, manufactures, distributes, and sells paints, coatings, and related products to professional, industrial, commercial, and retail customers. It operates through three segments: The Americas Group, Consumer Brands Group, and Performance Coatings Group. The Americas Group segment offers architectural paints and coatings, and protective and marine products, as well as OEM product finishes and related products for architectural and industrial paint contractors, and do-it-yourself homeowners. The Consumer Brands Group segment supplies a portfolio of branded and private-label architectural paints, stains, varnishes, industrial products, wood finishes products, wood preservatives, applicators, corrosion inhibitors, aerosols, caulks, and adhesives to retailers and distributors. The Performance Coatings Group segment develops and sells industrial coatings for wood finishing and general industrial applications, automotive refinish products, protective and marine coatings, coil coatings, packaging coatings, and performance-based resins and colorants. It serves retailers, dealers, jobbers, licensees, and other third-party distributors through its branches and direct sales staff, as well as through outside sales representatives. The company has operations primarily in the North and South America, the Caribbean, Europe, Asia, and Australia. As of February 17, 2022, it operated approximately 5,000 company-operated stores and facilities. The Sherwin-Williams Company was founded in 1866 and is headquartered in Cleveland, Ohio.",Cleveland,216 566 2000,OH,United States,[],https://www.sherwin-williams.com,1,101 West Prospect Avenue,Specialty Chemicals,0.14643,0.08445,0.41007,1683000064,0.092,0.11919,3042800128,215,hold,8542700000,1130387456,275,208.05,-0.087,0.87,0.07272,23,275.17,562.231,0.69295,340,312600000,12507400192,20779800576,1.211,USD,80.045,0.467,2.6,NYQ,Sherwin-Williams Company (The),The Sherwin-Williams Company,America/New_York,EDT,True,-14400000,EQUITY,SHW,finmb_303104,us_market,,3.592,,24.53,,,10.25,,262196000,,,,11.583,2830046,0.0109,,1640908800,0.79204005,1754899968,7.736,,,17.961668,0.08434,1703980800,,1656547200,1.62,1655251200,214550787,1.061302,74639515648,2,,1617235200,3:1,,,,-0.109,2.6251395,1657843200,1.84,,20.297562,,0.0117999995,3098114,,,,213.84,211.72,265.65634,0.0088383835,0.3453,,212.5,,1451070,213.84,239.4966,1.89,211.72,,1451070,,,2.4,1660780800,,,207.68,USD,26.893744,2197393,,,,54549876736,,,1582325,207.68,0,900,2197393,354.15,,0.81,207.68,0,False,0.0099,1100,212.5,,208.05,207.68,https://logo.clearbit.com/sherwin-williams.com,
SIVB,95054-1191,Financial Services,7743,"SVB Financial Group, a diversified financial services company, offers various banking and financial products and services. It operates through four segments: Global Commercial Bank, SVB Private Bank, SVB Capital, and SVB Securities. The Global Commercial Bank segment provides commercial banking products and services, including credit, treasury management, foreign exchange, trade finance, and other financial products and services. This segment also offers traditional term and equipment loans, asset-based loans, revolving lines of credit, warehouse facilities, recurring revenue and acquisition finance facilities, mezzanine lending, corporate working capital facilities, and credit card programs; treasury management products and services; business and analysis checking, money market, multi-currency, in-country bank, and sweep accounts; receivables services, which include merchant services, remote capture, lockbox, and fraud control services; wire transfer and automated clearing house payment services; business bill pay, credit and debit cards, account analysis, and disbursement services. In addition, it offers foreign exchange and trade finance products and services; letters of credit; and investment services and solutions. The SVB Private Bank segment offers mortgages, home equity lines of credit, restricted and private stock loans, capital call lines of credit, and other secured and unsecured lending products; planning-based financial strategies, wealth management, family office, financial planning, tax planning, and trust services; and real estate secured loans. The SVB Capital segment provides venture capital investment services. The SVB Securities segment provides investment banking services; products and services, including capital raising, merger and acquisition advisory, equity research, and sales and trading. It operates through 56 offices in the United States and internationally. The company was founded in 1983 and is headquartered in Santa Clara, California.",Santa Clara,408 654 7400,CA,United States,[],https://www.svb.com,1,3003 Tasman Drive,Banks—Regional,0,0.28549,0,,-0.083,0.43550998,,387.39,buy,5764000000,,486.5,342.57,-0.384,,0.00936,22,511.11,,0.12527001,900,15397999616,7447000064,5846000128,260.624,USD,99.828,,2,NMS,SVB Financial Group,SVB Financial Group,America/New_York,EDT,True,-14400000,EQUITY,SIVB,finmb_187662,us_market,,3.403,,,,,25.78,,58687400,,,,163.246,1822010,0.0308,,1640908800,0.94198,1540999936,30.383,,,2.0984895,0.00451,1703980800,,1656547200,3.42,1655251200,58771149,1.836526,19895269376,2,,958435200,2:1,,,,-0.276,3.4390252,1657843200,1.37,,13.288208,,0.0347,1889639,,,,359.53,360.7,514.2698,,0,,360.73,,671320,359.53,408.8914,,360.7,,671320,,,,697680000,,,342.15,USD,11.275056,496042,,,,20104542208,,,538812,342.15,0,800,496042,763.22,,,342.15,0,False,,800,360.73,,342.57,335,https://logo.clearbit.com/svb.com,
SJM,44667-0280,Consumer Defensive,6700,"The J. M. Smucker Company manufactures and markets branded food and beverage products worldwide. It operates in three segments: U.S. Retail Pet Foods, U.S. Retail Coffee, and U.S. Retail Consumer Foods. The company offers mainstream roast, ground, single serve, and premium coffee; peanut butter and specialty spreads; fruit spreads, shortening and oils, and frozen sandwiches and snacks; pet food and pet snacks; and foodservice hot beverage, foodservice portion control, and flour products, as well as dog and cat food, frozen handheld products, juices and beverages, and baking mixes and ingredients. It provides its products under the Meow Mix, 9Lives, Kibbles n Bits, Milk-Bone, Pup-Peroni, Rachael Ray Nutrish and Nature's Recipe, Folgers, Café Bustelo, Dunkin', Folgers, Café Bustelo, 1850, Jif, Smucker's, Smucker's Uncrustables, Robin Hood, and Five Roses. The company sells its products through direct sales and brokers to food retailers, club stores, discount and dollar stores, online retailers, pet specialty stores, natural foods stores and distributors, drug stores, military commissaries, and mass merchandisers. Smucker Company was founded in 1897 and is headquartered in Orrville, Ohio.",Orrville,330 682 3000,OH,United States,[],https://www.jmsmucker.com,1,One Strawberry Lane,Packaged Foods,0.1992,0.07897,0.3402,1136300032,0.059,0.14181,1593400064,107,hold,2721200000,581075008,135.5,142.03,0.415,1.029,0.04384,14,131,56.643,0.07768,145,169900000,4610800128,7998900224,1.596,USD,74.133,0.356,3.3,NYQ,J.M. Smucker Company (The) New,The J. M. Smucker Company,America/New_York,EDT,True,-14400000,EQUITY,SJM,finmb_303591,us_market,,2.316,,11.628,,,8.62,,108363000,,,,74.794,4771579,0.0448,,1651276800,0.84519,629900032,8.408,,,1.8989491,0.044510003,1714435200,,1651276800,5.45,1655251200,102028236,0.243933,18527416320,2,,1023062400,0:1,,,,0.375,1.9241141,1657843200,10.14,,16.476799,,0.0529,6575876,,,,140.51,140.95,135.096,0.025478614,0.6638,,143.05,,794850,140.51,136.5622,3.58,140.95,,794850,,,4.08,1660176000,,,140.55,USD,16.892246,919572,,,,15390796800,,,785512,140.55,0,1000,919572,146.74,,2.97,119.09,127.79,False,0.0308,900,143.05,,142.03,,https://logo.clearbit.com/jmsmucker.com,
SLB,77056,Energy,92000,"Schlumberger Limited provides technology for the energy industry worldwide. The company operates through four divisions: Digital & Integration, Reservoir Performance, Well Construction, and Production Systems. It offers software, information management, and IT infrastructure services; consulting services for reservoir characterization, field development planning, and production enhancement; petro technical data services and training solutions; reservoir interpretation and data processing services; asset performance solutions; open and cased-hole services; exploration and production pressure and flow-rate measurement services; pressure pumping, well stimulation, and coiled tubing equipment for downhole mechanical well intervention, reservoir monitoring, and downhole data acquisition; and integrated production systems. The company also provides mud logging and engineering support services; drilling equipment and services for shipyards, drilling contractors, energy companies, and rental tool companies; land drilling rigs and related services; drilling tools; well cementing products and services; and well planning and drilling, engineering, supervision, logistics, procurement, contracting, and drilling rig management services, as well as supplies engineered drilling fluid systems; and designs, manufactures, and markets roller cone and fixed cutter drill bits. In addition, it offers well completion services and equipment; artificial lift production equipment and optimization services; valves; process systems; and integrated subsea production systems comprising wellheads, subsea trees, manifolds and flowline connectors, control systems, connectors, and services, as well as designs and manufactures onshore and offshore platform wellhead systems and processing solutions. The company was formerly known as Socie´te´ de Prospection E´lectrique. Schlumberger Limited was founded in 1926 and is based in Houston, Texas.",Houston,713 513 2000,TX,United States,[],https://www.slb.com,1,5599 San Felipe,Oil & Gas Equipment & Services,0.20103,0.105620004,0.17048,3540999936,0.202,0.13206,4986999808,,none,3658000000,633249984,,38.23,1.233,1.353,0.048899997,,,83.29,0.17942,,2816000000,13847000064,24807000064,1.991,USD,17.625,0.856,,NYQ,Schlumberger N.V.,Schlumberger Limited,America/New_York,EDT,True,-14400000,EQUITY,SLB,finmb_301966,us_market,,2.568,,12.774,,,1.59,,1402630016,,,,8.97,25250629,0.0179,,1640908800,0.8095,2620000000,-2.043,,,4.2619843,0.00154,1703980800,,1656547200,1.55,1655251200,1410640135,1.942103,63705796608,2,,1144627200,2:1,,,,1.225,2.1615894,1657843200,0.5,,24.044024,,0.0179,26235277,,,,37.58,38.1,38.3205,0.013304949,0.3005,,38.735,,10524530,37.58,36.8354,0.5,38.1,,10524530,,,0.7,1662422400,,,37.84,USD,,12721487,,,,53622546432,,,11877219,37.84,37.5,3200,12721487,49.83,,3.94,27.65,37.3,False,0.0189,1200,38.735,,38.23,37.31,https://logo.clearbit.com/slb.com,
SNA,53143,Industrials,12800,"Snap-on Incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide. It operates through Commercial & Industrial Group, Snap-on Tools Group, Repair Systems & Information Group, and Financial Services segments. The company offers hand tools, including wrenches, sockets, ratchet wrenches, pliers, screwdrivers, punches and chisels, saws and cutting tools, pruning tools, torque measuring instruments, and other products; power tools, such as cordless, pneumatic, hydraulic, and corded tools; and tool storage products comprising tool chests, roll cabinets, and other products. It also provides handheld and computer-based diagnostic products, service and repair information products, diagnostic software solutions, electronic parts catalogs, business management systems and services, point-of-sale systems, integrated systems for vehicle service shops, original equipment manufacturer purchasing facilitation services, and warranty management systems and analytics. In addition, the company offers solutions for the service of vehicles and industrial equipment that include wheel alignment equipment, wheel balancers, tire changers, vehicle lifts, test lane equipment, collision repair equipment, vehicle air conditioning service equipment, brake service equipment, fluid exchange equipment, transmission troubleshooting equipment, safety testing equipment, battery chargers, and hoists, as well as after-sales support services and training programs. Further, it provides financing programs to facilitate the sales of its products and support its franchise business. The company serves the aviation and aerospace, agriculture, construction, government and military, mining, natural resources, power generation, and technical education industries, as well as vehicle dealerships and repair centers. Snap-on Incorporated was founded in 1920 and is based in Kenosha, Wisconsin.",Kenosha,262 656 5200,WI,United States,[],https://www.snapon.com,1,2801 80th Street,Tools & Accessories,0.27424,0.18372999,0.51082003,743800000,0.047,0.2543,1296800000,170,hold,2382800000,318987488,238,210.92,0.136,3.276,0.11007,9,234.11,29.122,0.21273,298,812600000,1265900032,4728699904,15.255,USD,88.357,2.218,2.7,NYQ,Snap-On Incorporated,Snap-on Incorporated,America/New_York,EDT,True,-14400000,EQUITY,SNA,finmb_303646,us_market,,2.624,,9.57,,,14.05,,53535000,,,,71.717,3094739,0.0581,,1640995200,0.92016,868800000,12.455,,,2.941004,0.01666,1704067200,,1656720000,9.9,1655251200,52376717,1.090251,12410370048,2,,842400000,3:2,,,,0.113,2.3878872,1657843200,3.02,,15.012099,,0.0672,3207123,,,,215.79,216.1,213.47736,0.021409703,0.3446,,217.1786,,315740,215.79,219.5974,4.62,216.1,,315740,,,5.68,1652918400,,,210.84,USD,16.934565,246287,,,,11291601920,,,281633,210.84,212.22,800,246287,235.36,,2.33,190.08,0,False,0.0254,900,217.1786,,210.92,,https://logo.clearbit.com/snapon.com,
SNPS,94043,Technology,16361,"Synopsys, Inc. provides electronic design automation software products used to design and test integrated circuits. The company offers Fusion Design Platform that provides digital design implementation solutions; Verification Continuum Platform that provides virtual prototyping, static and formal verification, simulation, emulation, field programmable gate array (FPGA)-based prototyping, and debug solutions; and FPGA design products that are programmed to perform specific functions. It also provides intellectual property (IP) solutions for USB, PCI Express, DDR, Ethernet, SATA, MIPI, HDMI, and Bluetooth low energy applications; analog IP, including data converters and audio codecs; and system-on-chip (SoC) infrastructure IP, datapath and building block IP, and verification IP products, as well as mathematical and floating-point components, and Arm AMBA interconnect fabric and peripherals. In addition, the company offers logic libraries and embedded memories; configurable processor cores and application-specific instruction-set processor tools for embedded applications; IP subsystems for audio, sensor, and data fusion functionality; and security IP solutions. Further, it provides Platform Architect solutions for SoC architecture analysis and optimization; virtual prototyping solutions; and HAPS FPGA-based prototyping systems, as well as a series of tools used in the design of optical systems and photonic devices. Additionally, the company offers security testing, managed services, programs and professional services, and training that enable its customers to detect and remediate security vulnerabilities, and defects in the software development lifecycle, as well as manufacturing solutions. It serves electronics, financial services, automotive, medicine, energy, and industrial areas. The company was incorporated in 1986 and is headquartered in Mountain View, California.",Mountain View,650 584 5000,CA,United States,[],https://www.synopsys.com,1,690 East Middlefield Road,Software—Infrastructure,0.27526,0.21192,0.8116,1698027008,0.249,0.24131,1309953024,350,buy,3390877000,1466813312,380,306.97,0.524,1.248,0.08180001,11,383.63,12.124,0.18812001,445,1720520960,680262016,4759032832,11.247,USD,31.111,1.088,1.8,NMS,"Synopsys, Inc.","Synopsys, Inc.",America/New_York,EDT,True,-14400000,EQUITY,SNPS,finmb_35028,us_market,,11.604,,42.156,,,7.17,,153438000,,,,32.043,1657144,0.0108,,1635638400,0.92226,1008561024,4.625,,,9.57994,0.0057800002,1698710400,,1651276800,1.81,1655251200,152014185,1.172839,55222943744,2,,1064361600,2:1,,,,0.511,9.89715,1657843200,2.01,,42.81311,,0.0123000005,1805508,,,,313.11,310.37,321.9418,,0,,312.71,,1306280,313.11,347.0664,,310.37,,1306280,,,,,,,306.31,USD,66.371895,1107559,,,,47100862464,,,1033893,306.31,0,800,1107559,391.17,,,255.02,0,False,,1000,312.71,,306.97,310.58,https://logo.clearbit.com/synopsys.com,
