Symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio
PDD,200051,Consumer Cyclical,9762,"Pinduoduo Inc., through its subsidiaries, operates an e-commerce platform in the People's Republic of China. It operates Pinduoduo, a mobile platform that offers a range of products, including apparel, shoes, bags, mother and childcare products, food and beverages, fresh produce, electronic appliances, furniture and household goods, cosmetics and other personal care items, sports and fitness items, and auto accessories. The company was formerly known as Walnut Street Group Holding Limited and changed its name to Pinduoduo Inc. in July 2018. Pinduoduo Inc. was incorporated in 2015 and is headquartered in Shanghai, the People's Republic of China.",Shanghai,86 21 5266 1300,,China,[],https://www.pinduoduo.com,1,No. 533 Loushanguan Road,Internet Retail,0.15594,0.13888,0.70566005,23439462400,0.073,0.13809,14904468480,44.98,buy,62231846000,15772446720,69.97,63.46,,1.885,0.051209997,34,71.32,19.476,0.19097,137.94,95220858880,14928998400,95576530944,75.621,CNY,76.066,1.282,1.8,NMS,Pinduoduo Inc.,Pinduoduo Inc.,America/New_York,EDT,False,-14400000,EQUITY,PDD,finmb_572577901,us_market,,-0.194,,-1.247,,,0.84,,1253289984,,,,48.58,18346489,0.0145000005,,1640908800,0.23306,13273536512,-0.933,,,1.3062989,0.00174,1703980800,,1648684800,1.72,1655251200,536021718,0.960521,-18579290112,2,,,,,,,,0.83214766,1657843200,27.57,,75.54762,,,20245776,,,,62.49,62.92,52.5378,,0,,64.14,,8254180,62.49,57.3826,,62.92,,8254180,,,,,,,62.38,USD,,7875132,,,,79533785088,,,11366928,62.38,0,900,7875132,104.3,,,23.21,0,False,,1800,64.14,,63.46,62.48,https://logo.clearbit.com/pinduoduo.com,
PEP,10577,Consumer Defensive,309000,"PepsiCo, Inc. manufactures, markets, distributes, and sells various beverages and convenient foods worldwide. The company operates through seven segments: Frito-Lay North America; Quaker Foods North America; PepsiCo Beverages North America; Latin America; Europe; Africa, Middle East and South Asia; and Asia Pacific, Australia and New Zealand and China Region. It provides dips, cheese-flavored snacks, and spreads, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oatmeal, rice cakes, simply granola, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; dairy products; and sparkling water makers and related products. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is headquartered in Purchase, New York.",Purchase,914 253 2000,NY,United States,[],https://www.pepsico.com,1,700 Anderson Hill Road,Beverages—Non-Alcoholic,0.18099001,0.11282,0.53335,11157000192,0.052,0.14975001,14816000000,160,buy,42429000000,5905375232,181,168.6,-0.394,0.831,0.082609996,18,181.53,210.34,0.54608,200,5692000256,39279001600,81862000640,4.124,USD,59.192,0.595,2.5,NMS,"Pepsico, Inc.","PepsiCo, Inc.",America/New_York,EDT,True,-14400000,EQUITY,PEP,finmb_32854,us_market,,3.361,,18.572,,,6.57,,1382649984,,,,10.092,10842334,0.007900001,,1640390400,0.73929,9235999744,5.402,,,16.706303,0.0013799999,1703462400,,1654905600,2.11,1655251200,1377545488,0.565346,275167641600,2,,833328000,2:1,,,,-0.394,2.8476558,1657843200,3.3,,25.6621,,0.007900001,11941656,,,,168.44,168.4,169.67305,0.024281643,0.6589,,169.89,,5618910,168.44,173.3288,4.09,168.4,,5618910,,,4.6,1661990400,,,168.05,USD,31.210665,4290658,,,,233114796032,,,4321726,168.05,0,800,4290658,181.07,,2.83,149.48,0,False,0.026300002,900,169.89,,168.6,168.4,https://logo.clearbit.com/pepsico.com,
PYPL,95131,Financial Services,30900,"PayPal Holdings, Inc. operates a technology platform that enables digital payments on behalf of merchants and consumers worldwide. It provides payment solutions under the PayPal, PayPal Credit, Braintree, Venmo, Xoom, Zettle, Hyperwallet, Honey, and Paidy names. The company's payments platform allows consumers to send and receive payments in approximately 200 markets and in approximately 100 currencies, withdraw funds to their bank accounts in 56 currencies, and hold balances in their PayPal accounts in 25 currencies. PayPal Holdings, Inc. was founded in 1998 and is headquartered in San Jose, California.",San Jose,408 967 1000,CA,United States,[],https://www.paypal.com,1,2211 North First Street,Credit Services,0.18934,0.13869001,0.45378,5824000000,0.075,0.15344,4888999936,75,buy,11921000000,1773624960,109.5,87.66,-0.533,1.191,0.03339,44,112.62,48.668,0.17885,255,7965000192,10026999808,25820999680,6.878,USD,22.041,0.201,2.1,NMS,"PayPal Holdings, Inc.","PayPal Holdings, Inc.",America/New_York,EDT,True,-14400000,EQUITY,PYPL,finmb_112732,us_market,,3.961,,20.918,,,5.75,,1174930048,,,,17.081,22949885,0.0198,,1640908800,0.75247,3580999936,3.54,,,5.1320186,0.00242,1703980800,,1648684800,1.66,1655251200,1156082842,1.433375,102267191296,2,,,,,,,-0.536,3.9887831,1657843200,1.56,,15.245218,,0.0198,26830477,,,,91.18,90.855,110.9879,,0,,91.5,,14031670,91.18,91.4286,,90.855,,14031670,,,,,,,87.1,USD,24.762712,12996947,,,,102994370560,,,13870003,87.1,0,1200,12996947,278.33,,,67.58,0,False,,800,91.5,,87.66,86.79,https://logo.clearbit.com/paypal.com,
QCOM,92121-1714,Technology,45000,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies for the wireless industry worldwide. The company operates through three segments: Qualcomm CDMA Technologies (QCT); Qualcomm Technology Licensing (QTL); and Qualcomm Strategic Initiatives (QSI). The QCT segment develops and supplies integrated circuits and system software based on 3G/4G/5G and other technologies for use in wireless voice and data communications, networking, application processing, multimedia, and global positioning system products. The QTL segment grants licenses or provides rights to use portions of its intellectual property portfolio, which include various patent rights useful in the manufacture and sale of wireless products comprising products implementing CDMA2000, WCDMA,LTE and/or OFDMA-based 5G standards and their derivatives. The QSI segment invests in early-stage companies in various industries, including 5G, artificial intelligence, automotive, consumer, enterprise, cloud, and IoT, and investment for supporting the design and introduction of new products and services for voice and data communications, new industries, and applications. It also provides development, and other services and related products to the United States government agencies and their contractors. QUALCOMM Incorporated was incorpotared in 1985 and is headquartered in San Diego, California.",San Diego,858 587 1121,CA,United States,[],https://www.qualcomm.com,1,5775 Morehouse Drive,Semiconductors,0.39848998,0.30519,0.57989,8727000064,0.357,0.35823002,16792999936,130,buy,19304000000,5584124928,182.5,123.68,0.859,1.606,0.21996,32,194.73,96.866,1.0618,471.6,6848000000,15544999936,42140999680,6.098,USD,37.459,0.9,2,NMS,QUALCOMM Incorporated,QUALCOMM Incorporated,America/New_York,EDT,True,-14400000,EQUITY,QCOM,finmb_33493,us_market,,4.072,,10.219,,,8.57,,1120000000,,,,6.576,16958739,0.0150999995,,1632614400,0.7522,12860999680,6.983,,,18.807785,0.00122,1695686400,,1656201600,1.67,1655251200,1120540630,1.223073,171599380480,2,,1092614400,2:1,,,,0.84,3.2870984,1657843200,0.82,,14.431739,,0.0150999995,19182063,,,,124.62,124.75,150.9444,0.020863423,0.2473,,125.16,,7902940,124.62,140.748,2.6,124.75,,7902940,,,3,1661904000,,,122.47,USD,17.711586,8752975,,,,138521608192,,,7840065,122.47,0,1200,8752975,193.58,,2.89,118.23,0,False,0.0207,1000,125.16,,123.68,122.31,https://logo.clearbit.com/qualcomm.com,
REGN,10591-6707,Healthcare,10492,"Regeneron Pharmaceuticals, Inc. discovers, invents, develops, manufactures, and commercializes medicines for treating various diseases worldwide. The company's products include EYLEA injection to treat wet age-related macular degeneration and diabetic macular edema; myopic choroidal neovascularization; and diabetic retinopathy, as well as macular edema following retinal vein occlusion, including macular edema following central retinal vein occlusion and macular edema following branch retinal vein occlusion. It also provides Dupixent injection to treat atopic dermatitis and asthma in adults and pediatrics; Libtayo injection to treat metastatic or locally advanced cutaneous squamous cell carcinoma;Praluent injection for heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease in adults; REGEN-COV for covid-19; and Kevzara solution for treating rheumatoid arthritis in adults. In addition, the company offers Inmazeb injection for infection caused by Zaire ebolavirus; ARCALYST injection for cryopyrin-associated periodic syndromes, including familial cold auto-inflammatory syndrome and muckle-wells syndrome; and ZALTRAP injection for intravenous infusion to treat metastatic colorectal cancer; and develops product candidates for treating patients with eye, allergic and inflammatory, cardiovascular and metabolic, infectious, and rare diseases; and cancer, pain, and hematologic conditions. It has collaboration and license agreements with Sanofi; Bayer; Teva Pharmaceutical Industries Ltd.; Mitsubishi Tanabe Pharma Corporation; Alnylam Pharmaceuticals, Inc.; Roche Pharmaceuticals; and Kiniksa Pharmaceuticals, Ltd., as well as has an agreement with the U.S. Department of Health and Human Services, as well as with Zai Lab Limited; Intellia Therapeutics, Inc.; Biomedical Advanced Research Development Authority; and AstraZeneca PLC. The company was incorporated in 1988 and is headquartered in Tarrytown, New York.",Tarrytown,914 847 7000,NY,United States,[],https://www.regeneron.com,1,777 Old Saw Mill River Road,Biotechnology,0.57025003,0.48059,0.6642,8514500096,0.173,0.5525,9413799936,536,buy,10726100000,5821150208,684,688.26,-0.147,4.757,0.2584,22,685.14,13.56,0.49752998,790,7050599936,2700400128,16508099584,65.437,USD,155.663,3.953,2.4,NMS,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc.",America/New_York,EDT,True,-14400000,EQUITY,REGN,finmb_33715,us_market,,3.533,,6.196,,,40.57,,105720000,,,,106.05,2857143,0.025999999,,1640908800,0.88198996,7933599744,30.52,,,6.4899573,0.02691,1703980800,,1648684800,4.42,1655251200,103128192,0.31077,58324684800,2,,,,,,,-0.127,4.483711,1657843200,-0.66,,16.964752,,0.0276,2576909,,,,684.63,681.36,635.76764,,0,,698.5,,1019310,684.63,625.4792,,681.36,,1019310,,,,,,,678.055,USD,22.551113,770990,,,,74017546240,,,669903,678.055,0,900,770990,754.67,,,538.01,0,False,,800,698.5,,688.26,,https://logo.clearbit.com/regeneron.com,
ROST,94568-7579,Consumer Cyclical,100000,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brand names. Its stores primarily offer apparel, accessories, footwear, and home fashions. The company's Ross Dress for Less stores sell its products at department and specialty stores primarily to middle income households; and dd's DISCOUNTS stores sell its products at department and discount stores for households with moderate income. As of July 5, 2022, it operated approximately 1,950 stores under the Ross Dress for Less and dd's DISCOUNTS name in 40 states, the District of Columbia, and Guam. Ross Stores, Inc. was incorporated in 1957 and is headquartered in Dublin, California.",Dublin,925 965 4400,CA,United States,[],https://www.rossstores.com,1,5130 Hacienda Drive,Apparel Retail,0.13465999,0.084589995,0.31535,569761984,-0.041,0.115159996,2522657024,78,buy,6088636000,-223502496,93,86.59,-0.276,1.876,0.10127,20,96.35,139.531,0.41120997,135,4015567104,5656452096,18733264896,11.475,USD,53.522,1.113,2.3,NMS,"Ross Stores, Inc.","Ross Stores, Inc.",America/New_York,EDT,True,-14400000,EQUITY,ROST,finmb_33926,us_market,,1.605,,11.922,,,5.04,,353329984,,,,9.23,8713298,0.0249,,1643414400,0.90511,1584555008,0.24,,,9.381365,0.00535,1706486400,,1651276800,2.47,1655251200,347179479,0.991485,30075904000,2,,1434067200,2:1,,,,-0.29,1.6331826,1657843200,0.53,,17.180555,,0.0299,7481511,,,,87.85,87.74,91.7572,0.0032441663,0.2589,,88.24,,2497860,87.85,86.5624,0.285,87.74,,2497860,,,1.24,1654473600,,,86.015,USD,360.79166,3681283,,,,30594842624,,,2712955,86.015,0,900,3681283,123.36,,0.88,69.24,0,False,0.0153,900,88.24,,86.59,,https://logo.clearbit.com/rossstores.com,
SBUX,98134,Consumer Cyclical,383000,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates through three segments: North America, International, and Channel Development. Its stores offer coffee and tea beverages, roasted whole beans and ground coffees, single serve products, and ready-to-drink beverages; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks, Teavana, Seattle's Best Coffee, Evolution Fresh, Ethos, Starbucks Reserve, and Princi brands. As of October 3, 2021, it operated 16,826 company-operated and licensed stores in North America; and 17,007 company-operated and licensed stores internationally. The company was founded in 1971 and is based in Seattle, Washington.",Seattle,206 447 1575,WA,United States,[],https://www.starbucks.com,1,2401 Utah Avenue South,Restaurants,0.20517999,0.1407,0.27862,5302400000,0.145,0.15638,6428000256,65,buy,8435400000,3006387456,88,84.7,0.036,0.828,0.1067,29,94.21,,,136,3995500032,24928899072,31329099776,3.484,USD,26.796,0.58,2.4,NMS,Starbucks Corporation,Starbucks Corporation,America/New_York,EDT,True,-14400000,EQUITY,SBUX,finmb_34745,us_market,,3.772,,18.384,,,3.6,,,,,,-6.498,16691828,0.0146,,1633219200,0.70688003,4408099840,0.849,,,,0.00178,1696291200,,1648944000,2.32,1655251200,1122918321,0.925074,118174384128,2,,1428537600,2:1,,,,0.023,,1657843200,3.9,,23.527777,,0.0146,15103750,,,,88.6,88,87.9611,0.01986456,0.50270003,,88.01,,11116900,88.6,85.9232,1.76,88,,11116900,,,1.96,1660176000,,,84.38,USD,99.76443,9953048,,,,,,,7196506,84.38,0,1800,9953048,117.8,,1.89,68.39,0,False,0.0231,800,88.01,,84.7,84.45,https://logo.clearbit.com/starbucks.com,
SGEN,98021,Healthcare,2675,"Seagen Inc., a biotechnology company, develops and commercializes therapies for the treatment of cancer in the United States and internationally. The company offers ADCETRIS, an antibody-drug conjugate (ADC) for the treatment of patients with Hodgkin lymphoma or CD30-positive T-cell lymphomas; PADCEV, an ADC targeting Nectin-4 for the treatment of advanced or metastatic urothelial cancer; and TUKYSA, an oral small molecule tyrosine kinase inhibitor for the treatment of adult patients with advanced unresectable or metastatic HER2-positive breast cancer. It also develops TIVDAK for metastatic cervical cancer and other solid tumors; Ladiratuzumab Vedotin, an ADC targeting LIV-1 for metastatic breast cancer and solid tumors; Disitamab Vedotin, a novel HER2-targeted ADC; and SEA-CD40, SEA-TGT, SEA-BCMA, and SEA-CD70 for various cancer diseases. Seagen Inc. has collaboration agreements with Takeda Pharmaceutical Company Limited; Agensys, Inc.; Genmab A/S; Merck; and RemeGen, Co. Ltd. The company was formerly known as Seattle Genetics, Inc. and changed its name to Seagen Inc. in October 2020. Seagen Inc. was incorporated in 1997 and is headquartered in Bothell, Washington.",Bothell,425 527 4000,WA,United States,[],https://www.seagen.com,1,21823 30th Drive SE,Biotechnology,-0.37522998,-0.41611,0.02785,,0.281,-0.41409,-667121024,120,buy,34134000,,180,140.55,,3.041,-0.12136,20,176.3,,-0.23396,220,1850322048,0,1777873024,10.048,USD,9.699,3.041,2.2,NMS,Seagen Inc.,Seagen Inc.,America/New_York,EDT,True,-14400000,EQUITY,SGEN,finmb_34145,us_market,,17.601,,-46.906,,,0.15,,182856000,,,,18.887,2268306,0.0123000005,,1640908800,0.93216,-739795968,3.584,,,7.441627,0.00808,1703980800,,1656547200,1.15,1655251200,135762743,0.598126,31292094464,2,,,,,,,,14.455707,1657843200,-1.3,,937,,0.0167,3316685,,,,141.55,140.6,148.31535,,0,,141.51,,1069970,141.55,163.7014,,140.6,,1069970,,,,,,,139.1,USD,39.215958,972721,,,,25700411392,,,1140919,139.1,0,900,972721,192.79,,,105.43,0,False,,800,141.51,,140.55,,https://logo.clearbit.com/seagen.com,
SIRI,10020,Communication Services,5590,"Sirius XM Holdings Inc. provides satellite radio services on a subscription fee basis in the United States. It broadcasts music, sports, entertainment, comedy, talk, news, traffic, and weather channels, including various music genres, such as rock, pop and hip-hop, country, dance, jazz, Latin, and classical; live play-by-play sports from various leagues and colleges; various talk and entertainment channels for a range of audiences; national, international, and financial news; and limited run channels. The company also provides streaming service that includes a range of music and non-music channels, and podcasts, as well as channels that are not available on its satellite radio service; and offers applications to allow consumers to access its streaming service on smartphones, tablets, computers, home devices, and other consumer electronic equipment, as well as connected vehicle services. In addition, it distributes satellite radios through automakers and retailers, as well as its website. Further, the company provides location-based services through two-way wireless connectivity, including safety, security, convenience, remote vehicles diagnostic, maintenance and data, and stolen or parked vehicle locator services. Additionally, it offers satellite television services, which offer music channels on the DISH Network satellite television service as a programming package; Travel Link, a suite of data services that include graphical weather, fuel prices, sports schedule and scores, and movie listings; and real-time traffic and weather services. The company was incorporated in 2013 and is headquartered in New York, New York. Sirius XM Holdings Inc. is a subsidiary of Liberty Media Corporation.",New York,212 584 5100,NY,United States,[],https://www.siriusxm.com,1,1221 Avenue of the Americas,Entertainment,0.28725,0.14161,0.50521,1958000000,0.044,0.22670999,2561999872,5.75,buy,4403000000,1326499968,7.5,5.87,-0.3,0.393,0.11772,15,7.22,,,8.2,126000000,10247999488,8919000064,0.032,USD,2.243,0.273,2.5,NMS,Sirius XM Holdings Inc.,Sirius XM Holdings Inc.,America/New_York,EDT,True,-14400000,EQUITY,SIRI,finmb_94238,us_market,,4.052,,14.104,,,0.31,,3999490048,,,,-0.634,194233995,0.0493,,1640908800,0.12066,1263000064,0.013,,,,0.82982004,1703980800,,1656547200,11.45,1655251200,688459234,0.935717,36135391232,2,,,,,,,-0.326,2.6322465,1657843200,2.55,,18.935484,,0.2754,197391745,,,,5.91,5.89,6.2833,0.009475466,0.2598,,5.9299,,16865950,5.91,6.3512,0.056,5.89,,16865950,,,0.09,1659571200,,,5.845,USD,451.53845,11653804,,,,23477006336,,,15073000,5.845,0,45100,11653804,6.88,,0.86,5.69,0,False,0.013200001,27000,5.9299,,5.87,,https://logo.clearbit.com/siriusxm.com,
SNPS,94043,Technology,16361,"Synopsys, Inc. provides electronic design automation software products used to design and test integrated circuits. The company offers Fusion Design Platform that provides digital design implementation solutions; Verification Continuum Platform that provides virtual prototyping, static and formal verification, simulation, emulation, field programmable gate array (FPGA)-based prototyping, and debug solutions; and FPGA design products that are programmed to perform specific functions. It also provides intellectual property (IP) solutions for USB, PCI Express, DDR, Ethernet, SATA, MIPI, HDMI, and Bluetooth low energy applications; analog IP, including data converters and audio codecs; and system-on-chip (SoC) infrastructure IP, datapath and building block IP, and verification IP products, as well as mathematical and floating-point components, and Arm AMBA interconnect fabric and peripherals. In addition, the company offers logic libraries and embedded memories; configurable processor cores and application-specific instruction-set processor tools for embedded applications; IP subsystems for audio, sensor, and data fusion functionality; and security IP solutions. Further, it provides Platform Architect solutions for SoC architecture analysis and optimization; virtual prototyping solutions; and HAPS FPGA-based prototyping systems, as well as a series of tools used in the design of optical systems and photonic devices. Additionally, the company offers security testing, managed services, programs and professional services, and training that enable its customers to detect and remediate security vulnerabilities, and defects in the software development lifecycle, as well as manufacturing solutions. It serves electronics, financial services, automotive, medicine, energy, and industrial areas. The company was incorporated in 1986 and is headquartered in Mountain View, California.",Mountain View,650 584 5000,CA,United States,[],https://www.synopsys.com,1,690 East Middlefield Road,Software—Infrastructure,0.27526,0.21192,0.8116,1698027008,0.249,0.24131,1309953024,350,buy,3390877000,1466813312,380,306.97,0.524,1.248,0.08180001,11,383.63,12.124,0.18812001,445,1720520960,680262016,4759032832,11.247,USD,31.111,1.088,1.8,NMS,"Synopsys, Inc.","Synopsys, Inc.",America/New_York,EDT,True,-14400000,EQUITY,SNPS,finmb_35028,us_market,,11.604,,42.156,,,7.17,,153438000,,,,32.043,1657144,0.0108,,1635638400,0.92226,1008561024,4.625,,,9.57994,0.0057800002,1698710400,,1651276800,1.81,1655251200,152014185,1.172839,55222943744,2,,1064361600,2:1,,,,0.511,9.89715,1657843200,2.01,,42.81311,,0.0123000005,1805508,,,,313.11,310.37,321.9418,,0,,312.71,,1306280,313.11,347.0664,,310.37,,1306280,,,,,,,306.31,USD,66.371895,1107559,,,,47100862464,,,1033893,306.31,0,800,1107559,391.17,,,255.02,0,False,,1000,312.71,,306.97,310.58,https://logo.clearbit.com/synopsys.com,
SPLK,94107,Technology,7000,"Splunk Inc., together with its subsidiaries, provides software and cloud solutions that deliver and operationalize insights from the data generated by digital systems in the United States and internationally. The company offers Splunk Platform, a real-time data platform comprising collection, streaming, indexing, search, reporting, analysis, machine learning, alerting, monitoring, and data management capabilities. It also provides Splunk Solutions, such as Splunk Security solutions that enable cybersecurity teams streamline the security operations workflow, accelerate threat detection and response, enhance threat visibility, and scale resources to increase analyst productivity through machine learning and automation; Splunk IT Solutions that provide IT Operations teams visibility and control across cloud and on-premises environments; and Splunk Observability Solutions for building and maintaining infrastructure and applications. In addition, the company offers Ecosystem Solutions, which includes pre-built data inputs, workflows, searches, reports, alerts, custom dashboards, flexible UI components, custom data visualizations, and integration actions and methods, as well as Splunk On-Call, Splunk Infrastructure Monitoring, and Splunk SOAR solutions, which provides APIs, SDKs, and other interfaces that enable its ecosystem, including third-party developers, partners, and customers to build content that configures and extends Splunk solutions to accommodate specific use cases. Further, the company provides adoption and implementation services, education services, and maintenance and customer support services. It sells its offerings directly through field and inside sales, and indirectly through various routes to market with various partners. Splunk Inc. was incorporated in 2003 and is headquartered in San Francisco, California.",San Francisco,415 848 8400,CA,United States,[],https://www.splunk.com,1,270 Brannan Street,Software—Infrastructure,-0.31855,-0.412,0.73144996,200735008,0.343,-0.35252,-906499008,98,buy,1939695000,863313984,125,83.28,,1.452,-0.11934,30,133.05,,-4.01268,200,1447897984,4080423936,2845693952,8.997,USD,17.684,1.286,2.2,NMS,Splunk Inc.,Splunk Inc.,America/New_York,EDT,True,-14400000,EQUITY,SPLK,finmb_13289149,us_market,,6.802,,-21.352,,,0.21,,158787008,,,,9.77,4675438,0.0291,,1643587200,0.88414,-1172418048,-5.684,,,8.524053,0.00682,1706659200,,1651276800,2.62,1655251200,148118061,1.34653,19355455488,2,,,,,,,,4.6469445,1657843200,-10.81,,396.57144,,0.0291,4653846,,,,86.54,85.83,111.2762,,0,,86.87,,2175210,86.54,100.7612,,85.83,,2175210,,,,,,,83.26,USD,,1795051,,,,13223781376,,,1926476,83.26,0,1100,1795051,176.66,,,83.26,0,False,,1000,86.87,,83.28,83,https://logo.clearbit.com/splunk.com,
SWKS,92617,Technology,11000,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and rest of Asia-Pacific. Its product portfolio includes amplifiers, antenna tuners, attenuators, automotive tuners and digital radios, circulators/isolators, DC/DC converters, demodulators, detectors, diodes, wireless analog system on chip products, directional couplers, diversity receive modules, filters, front-end modules, hybrids, light emitting diode drivers, low noise amplifiers, mixers, modulators, optocouplers/optoisolators, phase locked loops, phase shifters, power dividers/combiners, receivers, switches, synthesizers, timing devices, technical ceramics, voltage controlled oscillators/synthesizers, and voltage regulators. The company provides its products for use in the aerospace, automotive, broadband, cellular infrastructure, connected home, entertainment and gaming, industrial, medical, military, smartphone, tablet, and wearable markets. It sells its products through direct sales force, electronic component distributors, and independent sales representatives. The company was incorporated in 1962 and is headquartered in Irvine, California.",Irvine,949 231 3000,CA,United States,[],https://www.skyworksinc.com,1,5260 California Avenue,Semiconductors,0.39359,0.25974,0.47877,1645699968,0.14,0.29149,2075500032,97,buy,2512400000,608875008,131,95.65,-0.046,3.984,0.13487001,24,141.71,46.359,0.27668,226,774800000,2405400064,5273299968,4.815,USD,31.998,2.258,2.5,NMS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",America/New_York,EDT,True,-14400000,EQUITY,SWKS,finmb_1462309,us_market,,3.632,,9.228,,,10.84,,165387008,,,,28.542,3086277,0.019199999,,1633046400,0.76484,1369699968,7.224,,,3.3512018,0.0036199999,1696118400,,1648771200,1.41,1655251200,160275992,1.163899,19152236544,2,,956188800,2:1,,,,-0.059,2.99988,1657843200,0.82,,8.823801,,0.0217,3722827,,,,97.76,97.75,121.00795,0.019844517,0.26459998,,98.16,,2082380,97.76,104.6386,1.94,97.75,,2082380,,,2.24,1653264000,,,94.8385,USD,13.240587,1878915,,,,15819267072,,,1841633,94.8385,0,800,1878915,174.14,,1.49,88.76,0,False,0.020599999,1200,98.16,,95.65,,https://logo.clearbit.com/skyworksinc.com,
